propertyid,price,township,neighborhood,censustract,community,zipcode,homeowner,white,black,asian,hispanic,college,medhinc,poverty,walls,rooms,beds,basement,basementfin,centralheat,otherheat,ac,fireplaces,attic,atticfin,fullbathrooms,halfbathrooms,garagesize,garageconstruction,garageattached,porch,squarefoot,age
114,,"19","1902",570100,"Archer Heights",60632,1,.5568815,.017502,.3842482,.7287192,.05352,52115,.083162,"Wood frame",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",960,52
115,,"14","1430",830900,"Logan Square",60618,1,.6743135,.0510949,.2234967,.4011123,.4422466,81302,.101378,"Masonry",5,2,"Slab basement","Unfinished","Warm air","None","Yes",0,"None",0,2,0,1,"Masonry","Yes","Masonry",1470,9
116,,"16","1612",242800,"West Town",60612,0,.867688,.0229805,.0926184,.189415,.3958197,61563,.11757,"Wood frame",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,0,"N/A",0,"N/A",915,52
117,,"20","2011",410600,"Hyde Park",60615,0,.5290073,.2728835,.1478298,.0464117,.4172722,49655,.196803,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,2,0,1,"Wood frame","No","N/A",1708,111
118,,"19","1915",650200,"West Lawn",60629,0,.604918,.0188525,.3329235,.7706284,.0516174,53171,.120487,"Masonry",4,3,"Full basement","Unfinished","Steam","None","No",0,"Full","Unfinished",2,0,0,"N/A",0,"N/A",960,53
119,,"25","2504",711500,"Auburn Gresham",60620,0,.0051201,.9870027,.0003939,.0059078,.1132649,37435,.110984,"Wood frame",8,4,"Full basement","Unfinished","Steam","None","No",0,"None",0,2,0,1.5,"Wood frame","No","N/A",792,110
120,,"19","1927",700200,"Ashburn",60652,1,.4881223,.1413224,.3353004,.6958693,.0813008,58381,.195868,"Wood frame",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",1012,52
121,,"20","2032",711100,"Auburn Gresham",60620,0,.0038801,.9784833,.0017637,.0119929,.0593721,26424,.433012,"Masonry",5,2,"Full basement","Unfinished","Warm air","None","No",0,"Partial","Unfinished",1,0,2,"Wood frame","No","N/A",791,82
122,,"13","1317",150401,"Portage Park",60630,1,.7965783,.0064678,.1619028,.2501565,.2147477,47972,.158689,"Wood frame and masonry",9,5,"Full basement","Unfinished","Steam","None","No",0,"Full","Living area",2,0,2,"Wood frame","No","N/A",2448,83
123,,"13","1302",130100,"North Park",60659,1,.6610169,.0099357,.2924216,.0685759,.3437809,44654,.084059,"Masonry",6,4,"Full basement","Formal rec-room","Warm air","None","Yes",2,"None",0,2,1,1,"Masonry","No","N/A",1662,65
124,,"19","1912",630400,"Gage Park",60632,0,.4725399,.0076239,.4931526,.9367499,.0344729,32886,.331339,"Wood frame",6,3,"Full basement","Unfinished","Warm air","None","No",0,"Full","Living area",2,0,0,"N/A",0,"N/A",1590,94
125,,"17","1708",243500,"West Town",60642,1,.7276132,.1351719,.1062308,.0909091,.589584,96023,.184081,"Masonry",9,5,"Slab basement","Unfinished","Warm air","None","Yes",3,"None",0,3,1,3,"Masonry","Yes","N/A",5406,1
126,,"10","1025",20200,"West Ridge",60645,1,.6094967,.0925704,.2646795,.1412522,.3034019,62415,.231477,"Masonry",6,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,1,0,"N/A",0,"N/A",1189,62
127,,"13","1315",160200,"Irving Park",60641,1,.7513796,.0273018,.1742666,.253558,.2209539,60781,.088599,"Wood frame",6,3,"Full basement","Unfinished","Warm air","None","No",0,"Full","Living area",1,1,2,"Wood frame","No","N/A",1971,111
128,,"11","1131",20400,"West Ridge",60645,1,.543666,.1722649,.2370441,.2368042,.3260895,52545,.109726,"Stucco",5,2,"Full basement","Unfinished","Steam","None","No",1,"None",0,1,0,1,"Wood frame","No","Wood",1178,99
129,,"13","1313",140800,"Albany Park",60625,1,.6413187,.0335531,.2776557,.407326,.3293261,67880,.147558,"Stucco",6,4,"Full basement","Unfinished","Warm air","None","Yes",0,"Full","Living area",2,0,2,"Wood frame","No","Wood",1613,90
130,,"13","1308",110300,"Jefferson Park",60630,1,.808758,.0087192,.1526836,.1749661,.2384769,67361,.076353,"Masonry",6,3,"Full basement","Unfinished","Warm air","None","Yes",0,"Full","Unfinished",1,1,2,"Wood frame","No","N/A",1739,61
131,,"14","1431",240200,"West Town",60622,1,.8347107,.0316804,.1046832,.1466942,.5587946,100664,.080576,"Masonry",6,3,"Partial basement","Unfinished","Warm air","None","Yes",0,"None",0,2,1,1.5,"Masonry","Yes","N/A",1176,11
132,,"25","2520",750600,"Morgan Park",60643,0,.0067916,.9739201,.0076066,.0146699,.1349693,43450,.273673,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,0,"N/A",0,"N/A",969,42
133,,"17","1704",842200,"Near North Side",60610,0,.4963504,.3903189,.0883596,.0518632,.4192505,64907,.219136,"Masonry",7,3,"Slab basement","Unfinished","Warm air","None","Yes",1,"None",0,2,1,2,"Masonry","Yes","N/A",1692,4
134,,"13","1319",171000,"Dunning",60634,1,.8211884,.0111157,.1380541,.2431728,.1741742,58100,.079195,"Wood frame",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",1098,54
135,,"13","1319",170300,"Dunning",60634,0,.818873,.0103334,.1470072,.2618444,.159953,57950,.178183,"Masonry",4,2,"Full basement","Unfinished","Warm air","None","No",0,"Full","Unfinished",1,0,2,"Wood frame","No","N/A",828,55
136,,"16","1601",240900,"West Town",60622,1,.4560068,.2072758,.2614213,.5473773,.2470862,36250,.258275,"Wood frame",5,3,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,2,0,1,"Wood frame","No","N/A",1822,108
137,,"13","1301",20701,"West Ridge",60659,0,.6384977,.0246479,.2916667,.133216,.3064067,80329,.236769,"Wood frame",5,3,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,2,"Wood frame","No","N/A",1348,64
138,,"13","1315",160300,"Irving Park",60641,1,.6890357,.0832232,.1788639,.2150594,.2521603,38485,.219691,"Wood frame",7,3,"Full basement","Unfinished","Warm air","None","Yes",1,"None",0,2,1,2,"Wood frame","Yes","N/A",1891,11
139,,"24","2414",740300,"Mount Greenwood",60655,1,.9582007,.0116698,.0157013,.0649268,.2235371,87268,.004164,"Wood frame",7,3,"Partial basement","Unfinished","Warm air","None","Yes",0,"Partial","Living area",1,0,2,"Wood frame","No","N/A",1559,57
140,,"19","1903",560100,"Garfield Ridge",60632,1,.5166327,.1771894,.2593347,.6381534,.1281553,31354,.154563,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,2,"Wood frame","No","N/A",1130,46
141,,"19","1917",561100,"Garfield Ridge",60638,1,.8244868,.0038839,.1522101,.3621232,.1430623,77222,.049363,"Wood frame",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",1020,44
142,,"19","1907",560900,"Garfield Ridge",60638,1,.8804241,.0037306,.0960141,.2723346,.14301,74098,.039498,"Masonry",5,3,"Full basement","Formal rec-room","Warm air","None","Yes",0,"None",0,1,0,2,"Wood frame","No","N/A",1044,50
143,,"19","1919",640500,"Clearing",60638,1,.8178173,.0148954,.1435119,.3351475,.1332551,61600,.069563,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","Yes",0,"None",0,1,0,0,"N/A",0,"N/A",986,43
144,,"10","1032",120100,"Forest Glen",60646,1,.9023345,.0061934,.0678895,.0702716,.4396083,103929,.031677,"Wood frame and masonry",8,5,"Slab basement","Unfinished","Warm air","None","Yes",0,"None",0,2,1,1,"Wood frame","No","N/A",2115,71
145,,"13","1304",120200,"Forest Glen",60646,1,.872009,.0049661,.0957111,.0799097,.3835964,89773,.024191,"Masonry",6,2,"Full basement","Formal rec-room","Warm air","None","Yes",1,"None",0,1,1,2,"Masonry","No","N/A",1014,49
146,,"14","1428",70200,"Lincoln Park",60614,0,.8530769,.0338462,.0869231,.0489744,.5600698,84223,.077019,"Wood frame",8,4,"Partial basement","Unfinished","Warm air","None","Yes",1,"Full","Living area",2,0,2,"Wood frame","No","N/A",1970,124
147,,"14","1431",831000,"Logan Square",60647,1,.8517306,.0159027,.1071094,.0884004,.7437208,117180,.013336,"Masonry",7,3,"Partial basement","Formal rec-room","Warm air","None","Yes",1,"None",0,3,1,2,"Masonry","Yes","N/A",2181,13
148,,"19","1926",661100,"Chicago Lawn",60629,0,.3046469,.4539896,.2172119,.4709569,.0822754,45067,.177085,"Masonry",5,2,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,1,0,"N/A",0,"N/A",744,61
149,,"26","2617",520600,"East Side",60617,1,.6556604,.0279088,.2637579,.7362421,.0582269,44858,.067618,"Masonry",4,2,"Full basement","Formal rec-room","Warm air","None","No",0,"Full","Unfinished",1,0,1.5,"Masonry","No","Wood",696,59
150,,"25","2508",720200,"Beverly",60643,0,.3976594,.558516,.0134462,.0413347,.2850174,69701,.140534,"Wood frame",5,3,"Slab basement","Unfinished","Warm air","None","No",1,"None",0,1,0,1,"Wood frame","No","N/A",1317,80
151,,"12","1201",100400,"Norwood Park",60631,1,.9106327,.0045662,.0636008,.1108937,.3119356,82679,.076506,"Masonry",6,3,"Full basement","Unfinished","Warm air","None","No",0,"Full","Living area",1,0,2,"Wood frame","No","N/A",1497,71
152,,"17","1733",839900,"Bridgeport",60609,0,.6772059,.0159314,.2561274,.2840686,.170486,63529,.14203,"Wood frame",3,1,"Full basement","Unfinished","None","Unit heater","No",0,"None",0,1,0,1.5,"Wood frame","No","N/A",556,126
153,,"19","1922",650301,"West Lawn",60629,0,.6273857,.013833,.3158816,.7886535,.0376387,56339,.123924,"Wood frame",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,0,"N/A",0,"N/A",899,49
154,,"10","1025",20200,"West Ridge",60645,0,.6094967,.0925704,.2646795,.1412522,.3034019,62415,.231477,"Wood frame and masonry",7,3,"Full basement","Formal rec-room","Warm air","None","Yes",1,"None",0,2,1,0,"N/A",0,"N/A",2236,59
155,,"19","1927",700200,"Ashburn",60652,0,.4881223,.1413224,.3353004,.6958693,.0813008,58381,.195868,"Masonry",5,3,"Full basement","Formal rec-room","Warm air","None","Yes",0,"None",0,1,0,2,"Masonry","No","N/A",1049,48
156,,"25","2506",711300,"Auburn Gresham",60620,1,.0079951,.9692497,.00246,.0116851,.087886,37625,.331948,"Masonry",6,3,"Full basement","Unfinished","Warm air","None","Yes",0,"None",0,1,1,2,"Wood frame","No","N/A",1115,85
157,,"13","1331",250500,"Austin",60707,0,.5087556,.3132131,.1394269,.2491377,.2426299,67646,.106741,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,2,0,1,"Wood frame","No","N/A",1602,71
158,,"13","1307",100600,"Norwood Park",60656,1,.8648593,.0074503,.1034768,.142798,.1568339,58578,.035692,"Masonry",5,2,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,2,"Wood frame","No","N/A",912,52
159,,"14","1432",832600,"Lincoln Park",60614,1,.9176281,.0228065,.042125,.0332707,.6543595,123851,.111513,"Wood frame",6,3,"Slab basement","Unfinished","Warm air","None","No",0,"Full","Unfinished",2,0,0,"N/A",0,"N/A",1290,18
160,,"14","1418",40900,"Lincoln Square",60625,0,.8379487,.0189744,.114359,.1425641,.55333,54423,.091137,"Wood frame",6,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1.5,"Wood frame","No","N/A",1656,115
161,,"13","1331",250500,"Austin",60707,1,.5087556,.3132131,.1394269,.2491377,.2426299,67646,.106741,"Masonry",5,2,"Full basement","Unfinished","Warm air","None","Yes",0,"None",0,1,0,2,"Wood frame","No","N/A",952,70
162,,"19","1907",560900,"Garfield Ridge",60638,1,.8804241,.0037306,.0960141,.2723346,.14301,74098,.039498,"Wood frame",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",1044,48
163,,"19","1936",700502,"Ashburn",60652,0,.0886034,.8774704,.0161397,.0401845,.1688586,76384,.080533,"Wood frame and masonry",7,4,"Full basement","Formal rec-room","Warm air","Unit heater","No",0,"Full","Living area",2,0,1.5,"Wood frame","No","N/A",998,55
164,,"13","1319",171000,"Dunning",60634,0,.8211884,.0111157,.1380541,.2431728,.1741742,58100,.079195,"Wood frame",6,3,"Full basement","Formal rec-room","Warm air","None","Yes",0,"Full","Living area",1,2,2.5,"Wood frame","No","Wood",1507,99
165,,"14","1405",30500,"Edgewater",60660,0,.6858483,.0833464,.1782643,.2542611,.4622525,62623,.142172,"Stucco",7,3,"Full basement","Unfinished","Steam","None","No",0,"None",0,2,0,1,"Wood frame","No","N/A",2208,101
166,,"19","1935",700401,"Ashburn",60652,1,.2307952,.5581631,.1917947,.3331082,.1451679,73949,.057804,"Masonry",5,2,"Full basement","Unfinished","Warm air","None","No",0,"Full","Unfinished",1,0,1,"Wood frame","No","N/A",1026,48
167,,"26","2617",520500,"East Side",60617,0,.6754243,.0169728,.2713322,.6345036,.1232358,62965,.101205,"Wood frame and masonry",4,2,"Partial basement","Unfinished","Warm air","None","Yes",0,"Full","Unfinished",1,0,1,"Wood frame","No","N/A",726,59
168,,"19","1918",640400,"Clearing",60638,0,.846395,.0053292,.1159875,.3169279,.0826802,66042,.029199,"Wood frame and masonry",5,3,"Partial basement","Formal rec-room","Warm air","None","Yes",0,"None",0,1,0,2,"Wood frame","No","N/A",1032,38
169,,"17","1722",330100,"Near South Side",60616,1,.5443681,.2632805,.1630117,.0606513,.5422633,71563,.121878,"Masonry",5,2,"Slab basement","Unfinished","Warm air","None","Yes",1,"None",0,2,0,2,"Masonry","Yes","N/A",2083,3
170,,"14","1418",50200,"North Center",60618,1,.8352284,.0256357,.1108125,.145338,.4361325,64051,.058345,"Wood frame",8,5,"Full basement","Formal rec-room","Warm air","None","Yes",0,"None",0,3,1,2,"Wood frame","No","N/A",2611,7
171,,"17","1709",842300,"West Town",60654,1,.7031443,.169852,.0949445,.1075832,.5777981,106193,.162773,"Masonry",6,3,"Slab basement","Unfinished","Warm air","None","Yes",0,"Full","Living area",3,0,1,"Masonry","Yes","N/A",2098,4
172,,"13","1336",221300,"Logan Square",60647,1,.6238361,.0595903,.2793296,.5142769,.293456,41116,.194956,"Wood frame and masonry",6,3,"Full basement","Formal rec-room","Warm air","None","Yes",0,"None",0,2,0,2,"Wood frame","No","N/A",1633,7
173,,"14","1431",831000,"Logan Square",60647,0,.8517306,.0159027,.1071094,.0884004,.7437208,117180,.013336,"Masonry",6,3,"Slab basement","Unfinished","Warm air","None","Yes",0,"None",0,2,1,2,"Masonry","Yes","N/A",2048,14
174,,"25","2508",730400,"Washington Heights",60643,0,.0108139,.9701195,.0042686,.0125213,.1516174,50294,.156399,"Masonry",5,2,"Full basement","Unfinished","Warm air","None","No",0,"Full","Unfinished",1,0,2,"Wood frame","No","Wood",1020,85
175,,"13","1313",50300,"North Center",60618,1,.838055,.0186047,.1086681,.172093,.4553734,98523,.092694,"Wood frame",9,4,"Full basement","Formal rec-room","Warm air","None","Yes",2,"None",0,3,1,2,"Wood frame","No","N/A",2432,1
176,,"12","1224",170400,"Dunning",60634,0,.8607235,.0087855,.1023256,.1912145,.2020624,64815,.170213,"Wood frame",4,2,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,0,"N/A",0,"N/A",520,85
177,,"26","2617",520500,"East Side",60617,1,.6754243,.0169728,.2713322,.6345036,.1232358,62965,.101205,"Wood frame and masonry",7,4,"Partial basement","Unfinished","Warm air","None","Yes",1,"None",0,2,0,2,"Wood frame","No","N/A",2170,16
178,,"25","2503",440900,"Chatham",60619,0,.002682,.9762452,.0007663,.0068966,.125823,38016,.11741,"Wood frame",8,4,"Full basement","Unfinished","Warm air","None","Yes",0,"None",0,2,0,2,"Wood frame","No","N/A",2174,2
179,,"13","1330",831500,"Belmont Cragin",60634,0,.5795538,.062025,.3091444,.5864182,.0794872,55136,.073846,"Masonry",6,3,"Full basement","Unfinished","Steam","None","No",0,"Full","Unfinished",1,0,1,"Wood frame","No","N/A",1302,84
180,,"13","1327",190900,"Belmont Cragin",60639,1,.4857843,.0382353,.4235294,.8220588,.0932765,52917,.195076,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","No",0,"Full","Living area",1,0,2,"Wood frame","No","Wood",1105,86
181,,"25","2519",750500,"Morgan Park",60643,1,.1954178,.7764488,.0096024,.0264488,.2168779,49358,.11825,"Masonry",7,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,1,0,"N/A",0,"N/A",1318,50
182,,"13","1321",151100,"Portage Park",60641,1,.6874313,.0144742,.2513741,.4701356,.1415793,38939,.123497,"Masonry",6,3,"Full basement","Unfinished","Warm air","None","Yes",0,"Partial","Living area",1,1,2.5,"Masonry","No","N/A",1618,83
183,,"13","1314",160400,"Irving Park",60618,0,.6625419,.0423658,.2330118,.4458893,.2336383,44813,.29999,"Wood frame",5,3,"Full basement","Unfinished","Warm air","None","No",0,"Full","Unfinished",1,0,2,"Wood frame","No","Wood",952,110
184,,"24","2414",740200,"Mount Greenwood",60655,1,.908355,.051474,.0232167,.0783565,.2041631,97824,.024272,"Wood frame",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,0,"N/A",0,"N/A",900,60
185,,"13","1313",50300,"North Center",60618,0,.838055,.0186047,.1086681,.172093,.4553734,98523,.092694,"Wood frame",4,2,"Full basement","Unfinished","Warm air","None","No",0,"Partial","Unfinished",1,0,2,"Wood frame","No","Wood",840,93
186,,"13","1336",221400,"Logan Square",60647,1,.6142384,.0254967,.3211921,.5890728,.1995428,45724,.215545,"Wood frame and masonry",7,4,"Full basement","Formal rec-room","Warm air","None","Yes",0,"None",0,2,1,2,"Wood frame","No","N/A",1785,1
187,,"14","1433",71700,"Lincoln Park",60614,0,.8050848,.1180387,.0447942,.0453995,.6237998,126736,.093104,"Wood frame and masonry",4,2,"Full basement","Formal rec-room","Warm air","None","Yes",1,"None",0,2,0,0,"N/A",0,"N/A",866,43
188,,"14","1408",30800,"Edgewater",60640,1,.7704577,.0448451,.1493296,.1104947,.5338925,72243,.142598,"Wood frame",7,4,"Full basement","Unfinished","Steam","None","No",0,"Full","Unfinished",2,0,1.5,"Wood frame","No","Wood",1752,106
189,,"12","1224",170700,"Dunning",60634,1,.8755034,.0043624,.092953,.1758389,.1559961,55691,.142021,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,1,2,"Wood frame","No","N/A",1200,35
190,,"13","1301",20802,"West Ridge",60659,1,.3370674,.1071377,.5058165,.2546316,.2583189,39406,.308267,"Masonry",6,4,"Full basement","Formal rec-room","Steam","None","No",0,"Full","Unfinished",2,0,2,"Wood frame","No","Wood",1606,80
191,,"25","2501",480100,"Calumet Heights",60617,0,.0054107,.9724545,.0103296,.0093458,.2437437,59330,.122122,"Masonry",7,3,"Full basement","Formal rec-room","Warm air","None","Yes",0,"None",0,1,1,2,"Masonry","No","N/A",1425,48
192,,"13","1308",110300,"Jefferson Park",60630,1,.808758,.0087192,.1526836,.1749661,.2384769,67361,.076353,"Masonry",6,3,"Full basement","Formal rec-room","Steam","None","No",0,"Full","Living area",2,0,2,"Wood frame","No","Wood",1650,84
193,,"14","1419",51200,"North Center",60657,1,.8937995,.0184697,.0573879,.1075198,.5925926,91685,.099812,"Wood frame",9,3,"Partial basement","Formal rec-room","Warm air","None","Yes",1,"None",0,3,1,2,"Wood frame","No","N/A",2259,10
194,,"13","1331",250500,"Austin",60707,1,.5087556,.3132131,.1394269,.2491377,.2426299,67646,.106741,"Masonry",4,2,"Full basement","Unfinished","Warm air","None","Yes",0,"Full","Unfinished",1,0,0,"N/A",0,"Wood",895,61
195,,"13","1322",161100,"Irving Park",60641,1,.7984954,.0462117,.1106932,.161741,.4484937,98704,.110787,"Wood frame",6,4,"Full basement","Unfinished","Steam","None","No",0,"None",0,2,0,2,"Wood frame","No","Wood",1664,97
196,,"13","1317",150401,"Portage Park",60630,1,.7965783,.0064678,.1619028,.2501565,.2147477,47972,.158689,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","Yes",0,"Full","Unfinished",1,0,0,"N/A",0,"N/A",1484,53
197,,"13","1307",100700,"Norwood Park",60656,1,.8535019,.003937,.1116867,.1361376,.2315745,66429,.113567,"Wood frame and masonry",7,3,"Partial basement","Unfinished","Warm air","None","No",0,"None",0,1,1,1,"Wood and masonry","No","N/A",1167,59
